id	word	other-1	other-2	other-3	pos	morphology	number	code	definitions
4094	appar	appar	apparu	apparit	V	2 1 INTRANS		X X X A O	appear; be evident/visible/noticed/found; show up, occur; serve (w/DAT);
4095	appar	appar	zzz	zzz	V	2 1 IMPERS		X X X B O	it is apparent/evident/clear/certain/visible/noticeable/found; it appears;
4096	apparament	apparament			N	2 2 N T		D X X F S	preparation, preparing; that which is prepared;
4097	apparat	apparat			N	4 1 M T		X X X A O	preparation; instruments, equipment, supplies, stock; splendor, pomp, trappings;
4098	apparat	apparat	apparati	apparatissi	ADJ	1 1 X		X X X C O	prepared, equipped, ready; splendid, elaborate, well-appointed; labored;
4099	apparate	apparatius	apparatissime		ADV	X		X X X C O	sumptuously;
4100	apparatio	apparation			N	3 1 F T		X X X C O	careful preparation; task/act of providing; provisions; designing, construction;
4101	apparator	apparator			N	3 1 M P		X E X F O	one who prepares; official who sacrifices to the Magna Mater;
4102	apparatori	apparatori			N	2 2 N T		X E X F O	place/room where preparations were made for sacrifice;
4103	apparatrix	apparatric			N	3 1 F P		D X X F S	she who prepares (sacrifices);
4104	apparens	apparent			ADJ	3 1 POS		X X X C O	exposed to the air; exposed to view, visible; perceptible, audible; apparent;
4105	apparenti	apparenti			N	1 1 F T		D X X E S	becoming visible, appearing, appearance; external appearance;
4106	apparesc	apparesc	zzz	zzz	V	3 1 INTRANS		D X X E S	begin to appear;
4107	appari	appar	zzz	zzz	V	3 1 TRANS		X X X F O	acquire, gain in addition;
4108	apparitio	apparition			N	3 1 F T		X X X C O	service, attendance; servants, attendants; provision, supplying, preparation;
4109	apparitor	apparitor			N	3 1 M P		X L X C O	civil servant; lictor, clerk; attendant on a magistrate;
4110	apparitori	apparitori			ADJ	1 1 POS		X L X F O	of/for an apparitor (civil servant; lictor, clerk; attendant on a magistrate);
4111	apparitur	apparitur			N	1 1 F T		X L X F O	attendance on a magistrate, (civil) service;
4112	appector	appector	appectorav	appectorat	V	1 1 TRANS		D X X F S	press/clasp to the breast;
4113	appell	appell			N	2 2 N T		F L X F J	appeal;
4114	appell	appell	appellav	appellat	V	1 1 TRANS		X X X A O	call (upon); address; dun; solicit; appeal (to); bring to court; accuse; name;
4115	appell	appell	appelliv	appellit	V	3 1 X		G X X E K	apply, to put in practice;
4116	appell	appell	appul	appuls	V	3 1 X		X X X B O	drive to, move up, bring along, force towards; put ashore at, land (ship);
4117	appellans	appellant			N	3 3 M P		F L X F J	appellant; appellor; one who appeals;
4118	appellat	appellat			N	2 1 M P		F L X F J	appellee; one appealed against;
4119	appellatio	appellation			N	3 1 F T		X X X B O	appeal (to higher authority); name, term; noun; title, rank; pronunciation;
4120	appellativ	appellativ			ADJ	1 1 POS		X G X F O	of the nature of a noun, nominal; appellative, belonging to a species (L+S);
4121	appellator	appellator			N	3 1 M P		X X X C O	appellant, one who appeals;
4122	appellatori	appellatori			ADJ	1 1 POS		X X X E O	of/used in appeals;
4123	appellit	appellit	appellitav	appellitat	V	1 1 X		X X X C O	call or name (frequently or habitually);
4124	append	append	append	appens	V	3 1 TRANS		X X X C O	weigh out; pay/give out; hang, cause to be suspended;
4125	append	append	append	zzz	V	2 1 INTRANS		X L X F O	to be pending;
4126	appendic	appendic			N	2 2 N T		D X X F S	appendage;
4127	appendicul	appendicul			N	1 1 F T		X X X F O	small addition/appendix/annex; appendage;
4128	appenditi	appenditi			N	2 2 N T		F L X E M	appurtenance; accessory; hanging cloth(eg curtain); pent-house;
4129	appendix	appendic			N	3 1 F T		X X X C O	appendix, supplement, annex; appendage, adjunct; hanger on; barberry bush/fruit;
4130	appensor	appensor			N	3 1 M P		D X X F S	weigher, he who weighs out;
4131	appensori	appensori			ADJ	1 1 POS		E X X E E	with a handle;
4132	appertin	appertin	appertinu	zzz	V	2 1 INTRANS		X X X F S	belong to, appertain to; (w/DAT or ad);
4133	appet	appet	appetiv	appetit	V	3 1 TRANS		X X X A O	seek/grasp after, desire; assail; strive eagerly/long for; approach, near;
4134	appetens	appetent	appetenti	appetentissi	ADJ	3 1 X		X X X C O	eager/greedy/having appetite for (w/GEN), desirous; avaricious/greedy/covetous;
4135	appetenter				ADV	POS		X X X E O	greedily, avidly;
4136	appetenti	appetenti			N	1 1 F T		X X X C O	desire, longing after, appetite for;
4137	appetibil	appetibil			ADJ	3 2 POS		X X X F O	be sought after, desirable;
4138	appetiss	appetiss	zzz	zzz	V	3 1 TRANS		X X X F O	seek eagerly after;
4139	appetit	appetit			N	4 1 M T		X X X C O	appetite, desire; esp. natural/instinctive desire;
4140	appetitio	appetition			N	3 1 F T		X X X C O	desire, appetite; action of trying to reach/grasp, stretching out for; grasping;
4141	appetitor	appetitor			N	3 1 M P		X X X F O	one who has a desire/liking for (something);
4142	appetivit	appetivit			ADJ	1 1 POS		X X X E E	having appetite/desire/liking for (something);
4143	appeto	appeton			N	3 1 M P		X X X F O	one who is covetous;
4144	appicisc	appicisc	zzz	zzz	V	3 1 DEP		X X X F O	bargain?;
4145	apping	apping	zzz	zzz	V	3 1 TRANS		X X X C O	paint upon/beside; add in writing/painting; add something (to verbal picture)
4146	apping	apping	zzz	zzz	V	3 1 TRANS		D X X F S	|fasten/join to;
4147	applar	applar			N	3 4 N T		X X X F O	dish or spoon?;
4148	applaud	applaud	applaus	applaus	V	3 1 X		X X X C O	strike together; clap, applaud; strike, slap; dash to the ground (w/terrae);
4149	applaus	applaus			N	4 1 M T		X X X F O	flapping/beating of wings;
4150	applausor	applausor			N	3 1 M P		X G X F S	one expressing agreement/approval/pleasure/satisfaction by clapping hands;
4151	applex	applic			ADJ	3 1 POS		D X X F S	closely joined/attached to;
4152	applic	applic	applicav	applicat	V	1 1 X		G X X E K	apply, put in practice;
4153	applic	applic	applicav	applicat	V	1 1 TRANS		B X X A X	connect, place near, bring into contact; land (ship); adapt; apply/devote to;
4154	applic	applic	applicu	applicit	V	1 1 TRANS		D X X A X	connect, place near, bring into contact; land (ship); adapt; apply/devote to;
4155	applicabil	applicabil			ADJ	3 2 POS		E X X F E	applicable;
4156	applicat	applicat			ADJ	1 1 POS		X X X C O	situated close (to town w/DAT); clinging to (side of hill); devoted (to);
4157	applicatio	application			N	3 1 F T		X X X C O	application, inclination; joining, attaching; attachment of client to patron;
4158	applod	applod	applos	applos	V	3 1 X		X X X E O	strike together; clap, applaud; strike, slap; dash to the ground (w/terrae);
4159	applor	applor	applorav	applorat	V	1 1 INTRANS		X X X F S	lament, weep at/on account of; deplore (thing);
4160	applud	applud			N	1 1 F T		X A X E O	chaff;
4161	applumb	applumb	applumbav	applumbat	V	1 1 TRANS		X X X F O	solder, solder on, affix by soldering, close/seal by soldering/with solder;
4162	applumbator	applumbator			N	3 1 M P		X X X F O	solderer;
4163	appon	appon	apposu	apposit	V	3 1 TRANS		X X X A O	place near, set before/on table, serve up; put/apply/add to; appoint/assign;
4164	apporrect	apporrect			ADJ	1 1 POS		X X X F O	stretched out near/beside;
4165	apport	apport	apportav	apportat	V	1 1 TRANS		X X X B O	carry/convey/bring (to); import; present (play); bring (news); make one's way;
4166	apportatio	apportation			N	3 1 F T		X X X F O	conveyance to, carrying to;
4167	apposc	apposc	zzz	zzz	V	3 1 TRANS		X X X F O	demand in addition;
4168	apposit	apposit			N	2 2 N T		X G X F O	adjective, epithet;
4169	apposit	apposit			N	4 1 M T		X B X N O	application (of medicine);
4170	apposit	apposit	appositi	appositissi	ADJ	1 1 X		X X X B O	adjacent, near, accessible, akin; opposite; fit, appropriate, apt; based upon;
4171	apposite				ADV	POS		X X X F O	in a manner suited (to); suitably, appositely;
4172	appositio	apposition			N	3 1 F T		X X X F O	comparison, action of comparing;
4173	appostul	appostul	appostulav	appostulat	V	1 1 TRANS		D X X F S	beg/entreaty/solicit importunately/persistently/troublesomely/pressingly;
4174	appot	appot			ADJ	1 1 POS		X X X E O	drunk, intoxicated;
4175	apprec	apprec	zzz	apprecat	V	1 1 DEP		X E X E O	address prayer to, pray to , invoke, beseech;
4176	appreci	appreci	appreciav	appreciat	V	1 1 TRANS		E E X C E	value/prize, set/estimate price, appraise; purchase/buy; appropriate to self;
4177	appreciat	appreciat			N	2 2 N T		E X X E Z	appraisal, valuing;
4178	appreciatament	appreciatament			N	2 2 N T		F X X F M	appraisal, valuing;
4179	appreciatio	appreciation			N	3 1 F T		F X X E M	appraisal, valuing;
4180	apprehend	apprehend	apprehend	apprehens	V	3 1 TRANS		X X X A O	seize (upon), grasp, cling to, lay hold of; apprehend; embrace; overtake;
4181	apprehensibil	apprehensibil			ADJ	3 1 POS		D X X E S	intelligible, understandable, that can be understood;
4182	apprehensio	apprehension			N	3 1 F T		D X X E S	seizing upon, laying hold of; (philosophical) apprehension, understanding;
4183	apprend	apprend	apprend	apprens	V	3 1 TRANS		X X X A O	seize (upon), grasp, cling to, lay hold of; apprehend; embrace; overtake;
4184	apprens	apprens	apprensav	apprensat	V	1 1 TRANS		X X X F O	snatch at;
4185	appreti	appreti	appretiav	appretiat	V	1 1 TRANS		D E X C S	value/prize, set/estimate price, appraise; purchase/buy; appropriate to self;
4186	appretiat	appretiat			N	2 2 N T		E X X E Z	appraisal, valuing;
4187	appretiatament	appretiatament			N	2 2 N T		F X X F M	appraisal, valuing;
4188	appretiatio	appretiation			N	3 1 F T		F X X E M	appraisal, valuing;
4189	appri				ADJ	0 0 SUPER		X X X E O	very first, most excellent;
4190	apprim	apprim	appress	appress	V	3 1 TRANS		X X X E O	press on/to; clench (the teeth);
4191	apprime				ADV	SUPER		X X X C O	to the highest degree, to a high degree, extremely, especially, very;
4192	approb	approb			ADJ	1 1 POS		X X X E O	excellent, worthy;
4193	approb	approb	approbav	approbat	V	1 1 TRANS		X X X A O	approve, commend, endorse; prove; confirm; justify; allow; make good;
4194	approbatio	approbation			N	3 1 F T		X X X B O	approbation, giving approval; proof, confirmation; decision;
4195	approbator	approbator			N	3 1 M P		X X X E O	one who approves;
4196	approbe				ADV	POS		X X X E O	excellently;
4197	appromissor	appromissor			N	3 1 M P		X X X E O	one who promises/gives security on behalf of another;
4198	appromitt	appromitt	appromis	appromiss	V	3 1 TRANS		X X X E O	promise in addition (to another), promise also;
4199	appron	appron	appronav	appronat	V	1 1 TRANS		X X X E O	lean forwards;
4200	approper	approper	approperav	approperat	V	1 1 X		X X X C O	hasten, hurry, come hastily, make haste; accelerate, speed up;
4201	appropi	appropi	appropiav	appropiat	V	1 1 INTRANS		D X X C B	approach (w/DAT or ad+ACC); come near to, draw near/nigh (space/time); be close;
4202	appropinqu	appropinqu	appropinquav	appropinquat	V	1 1 INTRANS		X X X B O	approach (w/DAT or ad+ACC); come near to, draw near/nigh (space/time); be close;
4203	appropinquatio	appropinquation			N	3 1 F T		X X X E O	approach, drawing near;
4204	appropri	appropri	appropriav	appropriat	V	1 1 INTRANS		D X X F S	appropriate, make one's own;
4205	appropriatio	appropriation			N	3 1 F T		D X X E S	appropriation, making one's own; [~ ciborum => making flesh/blood of food];
4206	approxim	approxim	approximav	approximat	V	1 1 TRANS		D X X F S	be/draw/come close/near to, approach;
4207	appugn	appugn	appugnav	appugnat	V	1 1 TRANS		X X X C O	attack, assault;
4208	appuls	appuls			N	4 1 M T		X X X C O	landing; approach; influence, impact; bringing/driving to (cattle) (/right to);
4209	Apr				ADJ	9 8 POS		X X X C O	April (month/mensis understood); abb. Apr.;
4210	apr	apr			N	1 1 F T		B A X N O	wild sow (old feminine of aper - wild boar);
4211	aprari	aprari			ADJ	1 1 POS		X X X F O	for hunting boar, boar-;
4212	apric	apric			N	2 2 N T		X X X E O	sunny place/region; sunlight, light of day;
4213	apric	apric	apricav	apricat	V	1 1 X		F X X E K	tan;
4214	apric	apric	apricav	apricat	V	1 1 TRANS		D X X E S	warm in the sun;
4215	apric	apric	aprici	apricissi	ADJ	1 1 X		X X X C O	sunny, having lots of sunshine; warmed by/exposed to/open to the sun, basking;
4216	apric	apric	zzz	apricat	V	1 1 DEP		X X X D O	bask in the sun, sun oneself;
4217	apricatio	aprication			N	3 1 F T		X X X E O	basking, sitting in the sun, sunning oneself;
4218	apricitas	apricitat			N	3 1 F T		X X X E O	sunniness, property of having much sunshine; warmth of the sun, sunshine;
4219	apricul	apricul			N	1 1 F T		X X X E O	unidentified fish;
4220	apricul	apricul			N	2 1 M T		X A X E O	unidentified fish;
4221	April	April			ADJ	3 2 POS		X X X C O	April (month/mensis understood); abb. Apr.;
4222	Aprilis	April			N	3 3 M T		X X X E O	April;
4223	aprin	aprin			ADJ	1 1 POS		X A X E O	of a wild boar, boar-;
4224	aprine	aprine			ADJ	1 1 POS		X A X F O	of a wild boar, boar-;
4225	aproni	aproni			N	1 1 F T		X A X N O	black byrony (plant Tamus communis);
4226	aproxis	aprox			N	3 3 F T		X A X N S	plant whose root takes fire at a distance (ignites easily?);
4227	apruco	aprucon			N	3 1 F T		D A X F S	plant (commonly called saxifrage - dwarf herbs usually rooting in rocks);
4228	aprugine	aprugine			ADJ	1 1 POS		D A X F S	of wild boar, boar's;
4229	aprugn	aprugn			N	1 1 F T		D A X E S	flesh/meat of the wild boar;
4230	aprugn	aprugn			ADJ	1 1 POS		X A X E O	of wild boar, boar's;
4231	aprun	aprun			N	1 1 F T		D A X F S	flesh/meat of the wild boar;
4232	aprun	aprun			ADJ	1 1 POS		X A X E O	of wild boar, boar's;
4233	aps	ap	afu	afut	V	5 1 TO_BEING		X X X A O	be away/absent/distant/missing; be free/removed from; be lacking; be distinct;
4234	apsced	apsced	apscess	apscess	V	3 1 INTRANS		X X X A O	withdraw, depart, retire; go/pass off/away; desist; recede (coasts); slough;
4235	apscess	apscess			N	4 1 M T		X X X C O	going away, departure, withdrawal, absence; remoteness; abscess;
4236	apscessio	apscession			N	3 1 F T		X X X E O	removal; loss, separation, going away; diminution;
4237	apscid	apscid	apscid	apscis	V	3 1 TRANS		X X X B O	hew/cut off/away; separate, divide; take away violently; expel, banish; prune;
4238	apscid	apscid	apscid	apscis	V	3 1 TRANS		X X X B O	|take away violently; expel/banish; destroy (hope); amputate; prune; cut short;
4239	apscind	apscind	apscid	apsciss	V	3 1 TRANS		X X X B O	tear (away/off) (clothing); cut off/away/short; part, break, divide, separate;
4240	apscis	apscis	apscisi	apscisissi	ADJ	1 1 X		X X X C O	steep, sheer, precipitous; abrupt, curt, brusque; restricted; cut off, severed;
4241	apscise				ADV	POS		X X X E O	abruptly, brusquely, curtly; shortly, concisely, distinctly;
4242	apscisio	apscision			N	3 1 F T		X G X E O	loss of voice; aposiopesis (rhetoric, breaking off emotionally), interruption;
4243	apscissio	apscission			N	3 1 F T		X G X F S	loss of voice; aposiopesis (rhetoric, breaking off emotionally), interruption;
4244	apscond	apscond	apscond	apscondit	V	3 1 X		X X X B O	"hide, conceal, secrete, ""shelter""; leave behind; bury, engulf, swallow up; keep;"
4245	apscondit	apscondit			N	2 2 N T		X X X C E	hidden/secret/concealed place/thing; secret;
4246	apscondit	apscondit			ADJ	1 1 POS		X X X A O	hidden, secret, concealed; covert, disguised; abstruse, recondite;
4247	apscondite				ADV	POS		X X X E O	abstrusely; profoundly; secretly;
4248	apscons	apscons			ADJ	1 1 POS		E X X C E	hidden, secret, concealed, unknown;
4249	apsconse				ADV	POS		X X X E O	secretly;
4250	apsconsio	apsconsion			N	3 1 F W		E X X C E	shelter;
4251	apsegmen	apsegmin			N	3 2 N T		X X X F O	piece/slice/hunk of meat, collop; morsel, portion, lump, mouthful, gobbet;
4252	apsens	apsent			ADJ	3 1 POS		X X X B O	absent, missing, away, gone; physically elsewhere (things), non-existent;
4253	apsent	apsent	apsentav	apsentat	V	1 1 TRANS		X X X E S	send away, cause one to be absent; be absent;
4254	apsenthi	apsenthi			N	2 2 N T		X X X E O	wormwood; infusion/tincture of wormwood;
4255	apsenti	apsenti			N	1 1 F T		X X X C O	absence; absence form Rome/duty; non-appearance in court; lack;
4256	apsentio	apsention			N	3 1 F T		D X X F S	holding back, restraining;
4257	apsentiv	apsentiv			ADJ	1 1 POS		X X X F S	long absent;
4258	apsid	apsid			N	1 1 F T		X S X C S	arc described by a planet; arc, segment of a circle; kind of round vessel/bowl;
4259	apsidat	apsidat			N	1 1 F T		X X X F O	alcove, niche;
4260	apsili	apsil	zzz	zzz	V	3 4 INTRANS		X X X D O	rush/fly away (from); burst/fly apart;
4261	apsimil	apsimil			ADJ	3 2 POS		X X X C O	unlike, dissimilar;
4262	apsinthi	apsinthi			N	2 1 M T		X A X F O	wormwood; infusion/tincture of wormwood (often mixed with honey to mask taste);
4263	apsinthi	apsinthi			N	2 2 N T		X X X E O	wormwood; infusion/tincture of wormwood;
4264	apsinthi	apsinthi			N	2 4 N T		X A X C O	wormwood; infusion/tincture of wormwood (often mixed with honey to mask taste);
4265	apsinthi	apsinthi			ADJ	1 1 POS		X A X F S	containing wormwood (e.g., wine); (often mixed with honey to mask taste);
4266	apsinthit	apsinthit			N	1 7 M T		X A X E O	wine flavored with wormwood;
4267	apsis	apsid			N	3 1 F T		X S X C O	arc described by a planet; arc, segment of a circle; kind of round vessel/bowl;
4268	apsist	apsist			ADJ	1 1 POS		D X X F S	distant, lying away;
4269	apsist	apsist	apsistit	zzz	V	3 1 INTRANS		X X X C O	withdraw from; desist, cease; leave off; depart, go away from; stand back;
4270	apsit				INTERJ			E E X C E	"god forbid, ""let it be far from the hearts of the faithful"";"
4271	apsocer	apsocer			N	2 3 M P		D X X F S	great-great grandfather of the husband or wife (in-law);
4272	apsolut	apsolut	apsoluti	apsolutissi	ADJ	1 1 X		X X X B O	fluent; fully developed, complete, finished; perfect, pure; unconditional;
4273	apsolute	apsolutius	apsolutissime		ADV	X		X X X C O	completely, absolutely; perfectly; without qualification, simply, unreservedly;
4274	apsolutio	apsolution			N	3 1 F T		X X X C O	finishing, completion; acquittal, release (obligat.); perfection; completeness;
